unique_id,domain,estimate,ci_lower,ci_upper,sig,ci_width
219121,Receiving - Giving,0.197,-0.211,0.457,FALSE,0.669
219220,Security - Freedom,0.354,-0.016,0.674,FALSE,0.69
219457,50 Cent - Britney Spears,-0.142,-0.472,0.225,FALSE,0.697
219458,Conservatives - Liberals,0.754,0.422,1,TRUE,0.578
219547,Lord of the Rings - Harry Potter,-0.639,-1.007,-0.138,TRUE,0.869
219588,Coffee - Tea,-0.217,-0.485,0.153,FALSE,0.638
219591,Team - Individual,0.255,-0.109,0.586,FALSE,0.696
219625,Numbers - Letters,-0.69,-1,-0.254,TRUE,0.745
219646,Redsox - Yankees,-0.368,-0.677,0.027,FALSE,0.704
219678,Drinking - Abstaining,-0.051,-0.377,0.348,FALSE,0.725
219731,David Letterman - Jay Leno,-0.419,-0.654,-0.119,TRUE,0.535
219752,Evolution - Creationism,0.751,0.386,1.041,TRUE,0.655
219772,Denzel Washington - Tom Cruise,-0.207,-0.432,0.18,FALSE,0.612
219817,Canadian - American,0.399,0.061,0.672,TRUE,0.611
219847,Traditional Values - Feminism,-0.263,-0.578,0.113,FALSE,0.691
219855,Reason - Emotions,-0.679,-0.861,-0.397,TRUE,0.464
219954,Cold - Hot,-0.114,-0.42,0.254,FALSE,0.674
219964,Television - Books,-0.503,-0.766,-0.13,TRUE,0.636
219993,Pepsi - Coke,0.405,0.056,0.684,TRUE,0.628
220005,Southerners - Northerners,0.525,0.05,0.853,TRUE,0.803
220018,Jocks - Nerds,-0.02,-0.378,0.349,FALSE,0.727
220031,Old People - Young People,0.402,0.05,0.62,TRUE,0.57
220060,Strong - Sensitive,0.323,-0.038,0.618,FALSE,0.656
220165,Hiphop - Classical,0.41,0.082,0.682,TRUE,0.6
220169,Money - Love,1.064,0.831,1.241,TRUE,0.41
220197,Denzel Washington - Tom Cruise,0.069,-0.306,0.398,FALSE,0.704
220306,Canadian - American,0.258,-0.143,0.573,FALSE,0.716
220384,Southerners - Northerners,0.054,-0.295,0.421,FALSE,0.715
220403,Capital Punishment - Imprisonment,0.028,-0.326,0.406,FALSE,0.732
220462,Drinking - Abstaining,0.929,0.605,1.178,TRUE,0.573
220467,Dogs - Cats,0.188,-0.162,0.533,FALSE,0.695
220493,Fat People - Thin People,-1.147,-1.329,-0.882,TRUE,0.447
220510,Foreign Places - American Places,-0.603,-0.866,-0.28,TRUE,0.586
220525,African Americans - European Americans,0.37,0.066,0.601,TRUE,0.535
220533,Southerners - Northerners,0.428,0.127,0.641,TRUE,0.514
220549,Southerners - Northerners,-0.423,-0.711,-0.073,TRUE,0.638
220552,Old People - Young People,-0.766,-0.971,-0.47,TRUE,0.5
220561,Mother Teresa - Princess Diana,0.32,-0.053,0.636,FALSE,0.689
220649,Helpers - Leaders,-0.182,-0.523,0.182,FALSE,0.706
220650,Fat People - Thin People,0.126,-0.26,0.494,FALSE,0.754
220683,Rich People - Beautiful People,0.567,0.218,0.813,TRUE,0.595
220688,Team - Individual,0.067,-0.3,0.406,FALSE,0.706
220696,Conservatives - Liberals,-0.701,-0.909,-0.43,TRUE,0.479
220706,Solitude - Companionship,0.23,-0.201,0.7,FALSE,0.901
220720,Corporations - Nonprofits,0.22,-0.136,0.491,FALSE,0.627
220732,African Americans - European Americans,-0.458,-0.764,-0.073,TRUE,0.691
220742,Atheism - Religion,-0.013,-0.366,0.369,FALSE,0.735
220768,Solitude - Companionship,-0.383,-0.696,-0.007,TRUE,0.689
220800,Capital Punishment - Imprisonment,-0.177,-0.442,0.218,FALSE,0.66
220823,Briefs - Boxers,-0.163,-0.504,0.209,FALSE,0.713
220879,Atheism - Religion,-0.364,-0.639,0.004,FALSE,0.643
220904,Realism - Idealism,0.724,0.481,1.016,TRUE,0.535
220905,Team - Individual,0.316,-0.047,0.646,FALSE,0.694
220906,Lawyers - Politicians,-0.325,-0.603,0.037,FALSE,0.64
221049,Cold - Hot,0.683,0.45,0.922,TRUE,0.472
221182,Dogs - Cats,0.016,-0.347,0.371,FALSE,0.718
221197,Jocks - Nerds,0.535,0.033,0.903,TRUE,0.87
221241,Mother Teresa - Princess Diana,-0.224,-0.49,0.148,FALSE,0.638
221299,Protein - Carbohydrates,-0.001,-0.368,0.349,FALSE,0.718
221303,Denzel Washington - Tom Cruise,0.326,-0.044,0.618,FALSE,0.661
221304,Kobe - Shaq,0.103,-0.277,0.435,FALSE,0.712
221331,Urban - Rural,0.63,0.342,0.842,TRUE,0.5
221356,Old People - Young People,0.11,-0.266,0.426,FALSE,0.693
221394,Canadian - American,0.85,0.47,1.078,TRUE,0.608
221440,Strong - Sensitive,0.787,0.438,1.035,TRUE,0.598
221493,African Americans - European Americans,0.178,-0.195,0.48,FALSE,0.676
221601,Canadian - American,0.716,0.401,0.961,TRUE,0.56
221612,Gay People - Straight People,0.473,0.145,0.736,TRUE,0.591
221616,Southerners - Northerners,0.206,-0.18,0.527,FALSE,0.707
221656,Dramas - Comedies,-0.417,-0.706,-0.041,TRUE,0.665
221865,Rebellious - Conforming,0.531,0.137,0.78,TRUE,0.643
221897,Conservatives - Liberals,0.542,0.26,0.779,TRUE,0.519
221902,Jazz - Teen Pop,-0.318,-0.586,0.062,FALSE,0.648
221906,National Defense - Education,0.088,-0.294,0.425,FALSE,0.719
221917,Past - Future,-0.979,-1.137,-0.772,TRUE,0.366
221934,Tax Reductions - Social Programs,0.069,-0.28,0.417,FALSE,0.697
221967,Artists - Musicians,0.032,-0.324,0.392,FALSE,0.715
222139,African Americans - European Americans,0.764,0.509,0.988,TRUE,0.479
222181,Effort - Talent,0.946,0.675,1.137,TRUE,0.462
222194,Astrology - Science,-0.679,-0.953,-0.358,TRUE,0.595
222269,Chaos - Order,-0.644,-0.872,-0.317,TRUE,0.555
222323,Stable - Flexible,0.179,-0.192,0.495,FALSE,0.687
222462,Friends - Family,0.097,-0.257,0.436,FALSE,0.693
222490,Skeptical - Trusting,-0.687,-0.94,-0.332,TRUE,0.607
222504,George Bush - John Kerry,-0.715,-0.967,-0.405,TRUE,0.562
222793,Gun Control - Gun Rights,0.14,-0.242,0.46,FALSE,0.702
222841,Foreign Places - American Places,-1.42,-1.563,-1.199,TRUE,0.363
222845,Kobe - Shaq,0.136,-0.246,0.472,FALSE,0.718
222916,Cold - Hot,0.743,0.392,0.993,TRUE,0.601
222959,Helpers - Leaders,-0.335,-0.664,0.07,FALSE,0.734
222969,Night - Morning,1.313,1.077,1.523,TRUE,0.447
223023,Poor People - Rich People,1.229,1.047,1.374,TRUE,0.327
223037,Difficult - Simple,-1.451,-1.585,-1.26,TRUE,0.325
223187,Punishment - Forgiveness,-0.439,-0.747,-0.048,TRUE,0.699
223225,Japan - United States,0.517,0.153,0.783,TRUE,0.63
223234,Evolution - Creationism,-0.132,-0.38,0.302,FALSE,0.682
223265,Rich People - Beautiful People,0.787,0.497,0.99,TRUE,0.493
223290,Money - Love,0.973,0.789,1.115,TRUE,0.325
223375,Bill Clinton - Hillary Clinton,0.044,-0.309,0.404,FALSE,0.713
223388,Capital Punishment - Imprisonment,0.623,0.282,0.881,TRUE,0.599
223420,Punishment - Forgiveness,0.567,0.218,0.859,TRUE,0.641
223456,Mountains - Ocean,-0.23,-0.551,0.141,FALSE,0.692
223462,Career - Family,1.061,0.77,1.242,TRUE,0.471
223463,Past - Future,-0.691,-0.954,-0.331,TRUE,0.623
223517,Numbers - Letters,-0.181,-0.493,0.18,FALSE,0.673
223526,Foreign Places - American Places,-0.899,-1.103,-0.619,TRUE,0.484
223595,Winter - Summer,0.06,-0.299,0.41,FALSE,0.709
223602,Gun Control - Gun Rights,-0.694,-0.948,-0.354,TRUE,0.594
223616,Traditional Values - Feminism,0.225,-0.131,0.567,FALSE,0.698
223654,Wrinkles - Plastic Surgery,-0.48,-0.715,-0.129,TRUE,0.586
223726,Rebellious - Conforming,0.777,0.466,1.006,TRUE,0.54
223807,Redsox - Yankees,0.354,-0.055,0.651,FALSE,0.705
223822,Japan - United States,-0.179,-0.469,0.238,FALSE,0.707
223835,Dogs - Cats,0.165,-0.242,0.584,FALSE,0.827
223867,Manufactured - Natural,-1.028,-1.206,-0.812,TRUE,0.394
223916,Muslims - Jews,-0.543,-0.86,-0.181,TRUE,0.679
223920,Past - Future,-0.175,-0.466,0.196,FALSE,0.662
223939,Foreign Places - American Places,-0.12,-0.458,0.255,FALSE,0.712
223953,Mountains - Ocean,0.16,-0.242,0.544,FALSE,0.787
223981,Capital Punishment - Imprisonment,-0.535,-0.755,-0.253,TRUE,0.501
224011,Gay People - Straight People,0.559,0.093,0.862,TRUE,0.77
224062,Muslims - Jews,0.126,-0.281,0.421,FALSE,0.702
224195,Chaos - Order,-1.165,-1.35,-0.878,TRUE,0.472
224215,Protein - Carbohydrates,0.565,0.231,0.823,TRUE,0.592
224312,Strong - Sensitive,-0.772,-0.953,-0.541,TRUE,0.412
224346,Hiphop - Classical,0.662,0.326,0.906,TRUE,0.58
224399,Evolution - Creationism,-0.328,-0.657,0.028,FALSE,0.684
224429,Security - Freedom,-0.682,-0.902,-0.365,TRUE,0.537
224500,Dogs - Cats,0.064,-0.282,0.434,FALSE,0.716
224554,David Letterman - Jay Leno,0.843,0.585,1.09,TRUE,0.505
224803,Pepsi - Coke,0.842,0.556,1.074,TRUE,0.518
224978,Tall People - Short People,0.434,0.056,0.768,TRUE,0.713
225007,Traditional Values - Feminism,-0.025,-0.401,0.336,FALSE,0.737
225025,Denzel Washington - Tom Cruise,0.032,-0.32,0.38,FALSE,0.701
225133,Security - Freedom,-0.792,-0.994,-0.513,TRUE,0.481
225156,Redsox - Yankees,-0.021,-0.358,0.349,FALSE,0.706
225201,Traditional Values - Feminism,0.686,0.45,0.897,TRUE,0.447
225241,Dramas - Comedies,0.205,-0.16,0.532,FALSE,0.692
225321,Coffee - Tea,-0.312,-0.598,0.052,FALSE,0.65
225375,Southerners - Northerners,-0.485,-0.792,-0.098,TRUE,0.695
225393,Pepsi - Coke,0.469,0.079,0.772,TRUE,0.694
225419,Single - Married,-0.886,-1.141,-0.454,TRUE,0.687
225426,Career - Family,0.704,0.393,0.938,TRUE,0.545
225438,New York - California,0.761,0.488,0.969,TRUE,0.481
225439,Jazz - Teen Pop,-0.474,-0.715,-0.172,TRUE,0.544
225450,Avoiding - Approaching,-0.76,-0.999,-0.434,TRUE,0.565
225594,Mother Teresa - Princess Diana,-0.221,-0.544,0.16,FALSE,0.705
225615,Television - Books,0.337,-0.045,0.67,FALSE,0.715
225618,David Letterman - Jay Leno,-0.132,-0.48,0.251,FALSE,0.731
225626,Drinking - Abstaining,0.558,0.035,0.939,TRUE,0.904
225646,Strong - Sensitive,1.04,0.799,1.214,TRUE,0.415
225672,Asians - Whites,-0.047,-0.403,0.322,FALSE,0.725
225683,Winter - Summer,0.756,0.429,1,TRUE,0.571
225754,Conservatives - Liberals,-0.473,-0.793,-0.077,TRUE,0.716
225804,Technology - Nature,-0.058,-0.385,0.304,FALSE,0.689
225820,Organized Labor - Management,-0.013,-0.349,0.356,FALSE,0.704
225854,Traditional Values - Feminism,-0.348,-0.664,0.104,FALSE,0.768
225958,Effort - Talent,-0.352,-0.58,0.047,FALSE,0.627
226004,Cold - Hot,0.993,0.758,1.177,TRUE,0.419
226008,Technology - Nature,0.86,0.61,1.06,TRUE,0.45
226047,Burger King - McDonald's,0.63,0.295,0.881,TRUE,0.586
226134,Mountains - Ocean,-0.768,-0.957,-0.5,TRUE,0.457
226172,Muslims - Jews,0.696,0.359,0.961,TRUE,0.602
226186,Jazz - Teen Pop,0.507,0.12,0.757,TRUE,0.637
226211,Jocks - Nerds,0.436,-0.083,0.932,FALSE,1.015
226215,Single - Married,0.959,0.663,1.145,TRUE,0.483
226216,Poor People - Rich People,0.928,0.617,1.159,TRUE,0.542
226231,Career - Family,-0.932,-1.132,-0.628,TRUE,0.504
226265,State - Church,-0.375,-0.695,0.007,FALSE,0.703
226271,National Defense - Education,-0.261,-0.596,0.12,FALSE,0.715
226303,Astrology - Science,-0.229,-0.541,0.141,FALSE,0.682
226321,Corporations - Nonprofits,-0.106,-0.414,0.296,FALSE,0.71
226330,Rich People - Beautiful People,0.142,-0.223,0.449,FALSE,0.672
226366,Tall People - Short People,-0.128,-0.432,0.239,FALSE,0.671
226440,Technology - Nature,1.265,1.048,1.416,TRUE,0.368
226465,State - Church,-0.827,-1.011,-0.595,TRUE,0.415
226476,National Defense - Education,1.205,0.967,1.374,TRUE,0.407
226500,Mother Teresa - Princess Diana,-0.22,-0.54,0.13,FALSE,0.67
226569,George Bush - John Kerry,0.042,-0.326,0.392,FALSE,0.718
226658,Cold - Hot,0.502,0.123,0.833,TRUE,0.71
226663,Avoiding - Approaching,-0.964,-1.208,-0.597,TRUE,0.611
226670,Astrology - Science,-1.34,-1.495,-1.039,TRUE,0.457
226704,Numbers - Letters,0.012,-0.345,0.376,FALSE,0.721
226801,Cold - Hot,0.264,-0.129,0.587,FALSE,0.717
226812,David Letterman - Jay Leno,0.104,-0.265,0.478,FALSE,0.743
226824,Gay People - Straight People,-0.555,-0.816,-0.217,TRUE,0.598
226841,Evolution - Creationism,0.299,-0.095,0.654,FALSE,0.749
226852,Relaxing - Exercising,-0.157,-0.504,0.213,FALSE,0.717
226875,Difficult - Simple,-0.4,-0.772,0.022,FALSE,0.795
226925,Corporations - Nonprofits,-0.391,-0.71,-0.047,TRUE,0.663
226948,Rebellious - Conforming,-0.854,-1.041,-0.581,TRUE,0.459
226963,State - Church,-0.941,-1.142,-0.684,TRUE,0.458
226975,Evolution - Creationism,-0.268,-0.573,0.094,FALSE,0.667
226997,Southerners - Northerners,0.565,0.34,0.762,TRUE,0.423
227001,Television - Books,0.295,-0.126,0.555,FALSE,0.681
227016,Foreign Places - American Places,0.601,0.311,0.809,TRUE,0.498
227089,Avoiding - Approaching,0.855,0.561,1.073,TRUE,0.513
227099,Redsox - Yankees,0.192,-0.179,0.503,FALSE,0.682
227111,Avoiding - Approaching,-1.051,-1.265,-0.775,TRUE,0.49
227144,Helpers - Leaders,-0.778,-0.98,-0.496,TRUE,0.484
227157,Receiving - Giving,0.427,-0.004,0.786,FALSE,0.789
227205,Foreign Places - American Places,0.34,-0.176,0.824,FALSE,0.999
227236,Japan - United States,0.534,0.039,0.864,TRUE,0.824
227270,Gay People - Straight People,0.54,0.171,0.781,TRUE,0.61
227304,Gun Control - Gun Rights,-0.505,-0.784,-0.147,TRUE,0.636
227341,Lord of the Rings - Harry Potter,-0.001,-0.334,0.385,FALSE,0.718
227349,Single - Married,-0.189,-0.448,0.2,FALSE,0.648
227351,Winter - Summer,0.53,0.264,0.73,TRUE,0.466
227397,Atheism - Religion,0.156,-0.227,0.495,FALSE,0.723
227399,African Americans - European Americans,0.346,0.002,0.665,TRUE,0.663
227425,Corporations - Nonprofits,-0.142,-0.456,0.232,FALSE,0.689
227446,Jazz - Teen Pop,0.096,-0.265,0.462,FALSE,0.726
227516,Winter - Summer,-0.09,-0.45,0.28,FALSE,0.73
227532,Kobe - Shaq,-0.099,-0.399,0.285,FALSE,0.685
227535,Tall People - Short People,-0.469,-0.73,-0.068,TRUE,0.662
227574,Burger King - McDonald's,-0.071,-0.397,0.305,FALSE,0.702
227588,Cold - Hot,-0.114,-0.404,0.295,FALSE,0.699
227617,Past - Future,1.037,0.824,1.221,TRUE,0.397
227626,Old People - Young People,-0.763,-1.002,-0.436,TRUE,0.566
227635,Kobe - Shaq,-0.005,-0.356,0.347,FALSE,0.703
227648,Relaxing - Exercising,0.449,0.163,0.659,TRUE,0.497
227656,Realism - Idealism,0.422,0.032,0.739,TRUE,0.707
227684,Pepsi - Coke,0.616,0.298,0.851,TRUE,0.553
227696,Evolution - Creationism,0.186,-0.196,0.485,FALSE,0.681
227698,Mountains - Ocean,0.002,-0.336,0.383,FALSE,0.719
227721,Coffee - Tea,-0.238,-0.528,0.118,FALSE,0.646
227728,Denzel Washington - Tom Cruise,0.351,0.026,0.6,TRUE,0.574
227743,George Bush - John Kerry,0.409,0.03,0.723,TRUE,0.693
227754,Wrinkles - Plastic Surgery,0.468,0.123,0.743,TRUE,0.62
227777,Jocks - Nerds,-0.377,-0.709,0.022,FALSE,0.731
227841,Manufactured - Natural,-0.579,-0.854,-0.201,TRUE,0.653
227842,Private - Public,0.438,0.064,0.761,TRUE,0.697
227860,Gay People - Straight People,0.164,-0.191,0.5,FALSE,0.691
227866,Stable - Flexible,0.381,0.014,0.676,TRUE,0.662
227881,50 Cent - Britney Spears,0.343,-0.031,0.651,FALSE,0.682
227887,Cold - Hot,-0.634,-0.852,-0.267,TRUE,0.585
227908,Stable - Flexible,0.688,0.264,0.975,TRUE,0.711
227935,Chaos - Order,0.936,0.601,1.141,TRUE,0.54
227940,Old People - Young People,0.086,-0.284,0.438,FALSE,0.723
227976,Meat - Vegetables,0.438,0.006,0.773,TRUE,0.768
227998,Bill Clinton - Hillary Clinton,-0.21,-0.52,0.2,FALSE,0.719
228024,State - Church,0.603,0.258,0.859,TRUE,0.601
228043,Old People - Young People,0.266,-0.115,0.603,FALSE,0.717
228064,Helpers - Leaders,-0.302,-0.587,0.074,FALSE,0.661
228065,Television - Books,-0.229,-0.555,0.139,FALSE,0.694
228077,Reason - Emotions,-0.322,-0.643,0.075,FALSE,0.718
228113,Capital Punishment - Imprisonment,0.192,-0.179,0.51,FALSE,0.689
228121,Stable - Flexible,-0.366,-0.684,0.03,FALSE,0.713
228185,Receiving - Giving,-0.353,-0.668,-0.006,TRUE,0.662
228243,Innocence - Wisdom,0.51,0.152,0.78,TRUE,0.628
228279,Drinking - Abstaining,-0.742,-0.988,-0.442,TRUE,0.546
228302,Astrology - Science,0.265,-0.158,0.63,FALSE,0.788
228398,Prolife - Prochoice,0.012,-0.35,0.36,FALSE,0.71
228442,Poor People - Rich People,0.712,0.435,0.959,TRUE,0.525
228465,Winter - Summer,0.51,0.121,0.805,TRUE,0.685
228499,Drinking - Abstaining,-0.912,-1.11,-0.678,TRUE,0.433
228523,Evolution - Creationism,0.047,-0.327,0.388,FALSE,0.715
228549,Stable - Flexible,0.215,-0.19,0.524,FALSE,0.713
228574,Past - Future,0.894,0.607,1.085,TRUE,0.479
228583,Television - Books,0.686,0.387,0.893,TRUE,0.506
228620,Past - Future,-0.176,-0.508,0.205,FALSE,0.713
228629,Jazz - Teen Pop,-0.513,-0.794,-0.123,TRUE,0.671
228648,Athletic People - Intelligent People,0.331,-0.116,0.618,FALSE,0.734
228671,African Americans - European Americans,0.378,0.06,0.624,TRUE,0.564
228675,Single - Married,-0.722,-1.024,-0.27,TRUE,0.754
228756,Wrinkles - Plastic Surgery,0.003,-0.366,0.354,FALSE,0.719
228797,National Defense - Education,0.864,0.637,1.043,TRUE,0.406
228798,Southerners - Northerners,0.866,0.507,1.117,TRUE,0.61
228822,Television - Books,-0.455,-0.785,-0.294,TRUE,0.491
228826,Receiving - Giving,-0.379,-0.691,0.04,FALSE,0.73
228892,Burger King - McDonald's,0.279,-0.099,0.537,FALSE,0.636
228909,Lawyers - Politicians,0.611,0.296,0.86,TRUE,0.565
228915,David Letterman - Jay Leno,-0.097,-0.45,0.27,FALSE,0.72
228974,Astrology - Science,0.703,0.072,1.147,TRUE,1.075
229013,Reason - Emotions,-0.006,-0.363,0.377,FALSE,0.74
229068,Jews - Christians,-0.61,-0.897,-0.237,TRUE,0.66
229098,50 Cent - Britney Spears,-0.502,-0.743,-0.176,TRUE,0.567
229127,Meg Ryan - Julia Roberts,-0.116,-0.384,0.29,FALSE,0.674
229169,Past - Future,0.986,0.723,1.196,TRUE,0.473
229192,Bill Clinton - Hillary Clinton,-1.189,-1.353,-0.95,TRUE,0.402
229222,David Letterman - Jay Leno,-0.359,-0.644,0.005,FALSE,0.649
229328,Avoiding - Approaching,1.114,0.837,1.293,TRUE,0.457
229376,Numbers - Letters,0.134,-0.229,0.468,FALSE,0.697
229425,Jazz - Teen Pop,0.344,-0.047,0.695,FALSE,0.742
229435,Security - Freedom,0.362,0.002,0.661,TRUE,0.659
229504,Night - Morning,-0.426,-0.835,0.1,FALSE,0.935
229574,Coffee - Tea,0.159,-0.275,0.398,FALSE,0.673
229607,Microsoft - Apple,0.284,-0.065,0.561,FALSE,0.626
229615,Numbers - Letters,0.244,-0.179,0.565,FALSE,0.744
229702,Relaxing - Exercising,0.054,-0.329,0.385,FALSE,0.714
229708,Team - Individual,0.944,0.668,1.144,TRUE,0.476
229732,Television - Books,0.725,0.35,0.974,TRUE,0.624
229747,Technology - Nature,0.685,0.291,0.969,TRUE,0.678
229779,Microsoft - Apple,-0.269,-0.595,0.103,FALSE,0.698
229822,Pants - Skirts,-0.213,-0.61,0.204,FALSE,0.814
229843,Stable - Flexible,0.178,-0.203,0.452,FALSE,0.655
229861,Protestants - Catholics,-0.016,-0.354,0.348,FALSE,0.703
229890,Burger King - McDonald's,0.067,-0.299,0.45,FALSE,0.749
229922,Reason - Emotions,-0.857,-1.088,-0.547,TRUE,0.542
229941,National Defense - Education,-0.571,-0.85,-0.073,TRUE,0.777
229958,Republicans - Democrats,1.164,0.928,1.353,TRUE,0.425
230054,Urban - Rural,0.701,0.399,0.931,TRUE,0.531
230077,Coffee - Tea,0.348,-0.018,0.636,FALSE,0.654
230121,Canadian - American,-0.637,-0.851,-0.37,TRUE,0.481
230183,Drinking - Abstaining,0.063,-0.297,0.399,FALSE,0.696
230213,Pepsi - Coke,-0.025,-0.391,0.324,FALSE,0.715
230216,State - Church,0.654,0.248,0.932,TRUE,0.684
230251,Foreign Places - American Places,1.017,0.7,1.233,TRUE,0.532
230270,Cold - Hot,-0.305,-0.685,0.135,FALSE,0.819
230317,Tradition - Progress,0.29,-0.08,0.567,FALSE,0.646
230318,Hiphop - Classical,-0.276,-0.561,0.088,FALSE,0.649
230369,Private - Public,0.425,0.06,0.715,TRUE,0.655
230529,Winter - Summer,1.228,1.01,1.384,TRUE,0.374
230552,David Letterman - Jay Leno,0.471,0.1,0.761,TRUE,0.661
230556,Mountains - Ocean,-0.403,-0.67,-0.053,TRUE,0.617
230638,Denzel Washington - Tom Cruise,-0.014,-0.366,0.385,FALSE,0.751
230670,Receiving - Giving,0.185,-0.189,0.535,FALSE,0.724
230693,Southerners - Northerners,-0.792,-1.003,-0.522,TRUE,0.481
230777,Bill Clinton - Hillary Clinton,-0.158,-0.449,0.233,FALSE,0.681
230803,Career - Family,0.138,-0.232,0.479,FALSE,0.711
230812,Hiphop - Classical,0.188,-0.28,0.846,FALSE,1.127
230837,Punishment - Forgiveness,1.094,0.85,1.278,TRUE,0.427
230851,Stable - Flexible,-0.187,-0.489,0.173,FALSE,0.663
230877,George Bush - John Kerry,-0.212,-0.546,0.151,FALSE,0.697
230887,Meat - Vegetables,0.455,0.079,0.747,TRUE,0.667
230982,Pepsi - Coke,-0.333,-0.55,0.067,FALSE,0.616
231072,Television - Books,0.189,-0.17,0.522,FALSE,0.692
231077,Drinking - Abstaining,0.068,-0.298,0.408,FALSE,0.706
231096,Drinking - Abstaining,0.333,-0.036,0.641,FALSE,0.677
231118,Drinking - Abstaining,0.245,-0.135,0.625,FALSE,0.76
231148,Protein - Carbohydrates,0.426,0.053,0.704,TRUE,0.651
231173,Organized Labor - Management,0.126,-0.23,0.458,FALSE,0.688
231176,Poor People - Rich People,0.015,-0.327,0.456,FALSE,0.783
231221,Past - Future,0.756,0.467,0.971,TRUE,0.504
231229,Dramas - Comedies,-0.237,-0.573,0.154,FALSE,0.728
231251,Dogs - Cats,-0.23,-0.515,0.118,FALSE,0.633
231296,Hiphop - Classical,0.893,0.654,1.067,TRUE,0.414
231307,Team - Individual,0.79,0.489,1.011,TRUE,0.522
231402,Denzel Washington - Tom Cruise,-0.051,-0.425,0.303,FALSE,0.727
231414,Friends - Family,0.208,-0.187,0.427,FALSE,0.614
231436,Tall People - Short People,-0.227,-0.498,0.111,FALSE,0.609
231438,Corporations - Nonprofits,0.398,0.059,0.716,TRUE,0.657
231478,Past - Future,-0.618,-0.857,-0.267,TRUE,0.59
231518,Old People - Young People,-1.039,-1.215,-0.825,TRUE,0.39
231527,Pants - Skirts,-0.81,-1.005,-0.561,TRUE,0.444
231573,Protestants - Catholics,0.343,-0.048,0.557,FALSE,0.605
231640,Helpers - Leaders,0.374,0.006,0.7,TRUE,0.695
231651,Television - Books,-0.813,-1.008,-0.544,TRUE,0.464
231653,Wrinkles - Plastic Surgery,-0.323,-0.723,0.088,FALSE,0.811
231680,Tall People - Short People,0.584,0.276,0.829,TRUE,0.553
231739,Corporations - Nonprofits,1.01,0.721,1.173,TRUE,0.452
231901,Relaxing - Exercising,0.315,-0.06,0.628,FALSE,0.687
231930,Determinism - Free will,0.352,-0.172,0.811,FALSE,0.983
231979,Pants - Skirts,-0.343,-0.643,0.043,FALSE,0.686
232080,Republicans - Democrats,-0.043,-0.383,0.324,FALSE,0.707
232085,Redsox - Yankees,-0.662,-0.986,-0.176,TRUE,0.81
232123,Dogs - Cats,-0.477,-0.748,-0.101,TRUE,0.647
232157,Skeptical - Trusting,1.489,1.179,1.615,TRUE,0.436
232172,Japan - United States,-0.648,-0.869,-0.358,TRUE,0.511
232188,Traditional Values - Feminism,0.452,0.059,0.779,TRUE,0.719
232261,Jocks - Nerds,0.886,0.63,1.111,TRUE,0.481
232285,Old People - Young People,0.136,-0.234,0.478,FALSE,0.712
232439,Southerners - Northerners,-0.432,-0.755,0.004,FALSE,0.759
232494,Winter - Summer,0.63,0.295,0.888,TRUE,0.593
232522,African Americans - European Americans,0.873,0.598,1.088,TRUE,0.49
232537,Difficult - Simple,0.126,-0.228,0.465,FALSE,0.693
232573,Southerners - Northerners,0.467,0.117,0.745,TRUE,0.627
232596,Meg Ryan - Julia Roberts,-0.118,-0.419,0.259,FALSE,0.678
232663,Foreign Places - American Places,-0.189,-0.477,0.213,FALSE,0.69
