unique_id,domain,estimate,ci_lower,ci_upper,sig,ci_width
280692,Muslims - Jews,-0.128,-0.422,0.244,FALSE,0.666
280781,Pepsi - Coke,0.136,-0.243,0.489,FALSE,0.732
280795,Canadian - American,-0.895,-1.124,-0.579,TRUE,0.545
280816,George Bush - John Kerry,-0.417,-0.691,-0.065,TRUE,0.627
280818,Past - Future,-0.825,-1.029,-0.558,TRUE,0.471
280884,George Bush - John Kerry,-0.667,-0.971,-0.188,TRUE,0.783
280902,Friends - Family,-0.117,-0.476,0.263,FALSE,0.739
280933,Pepsi - Coke,0.632,0.274,0.903,TRUE,0.629
280980,Technology - Nature,1.004,0.72,1.218,TRUE,0.498
281208,New York - California,-0.643,-0.903,-0.22,TRUE,0.683
281211,Single - Married,1.03,0.687,1.227,TRUE,0.541
281284,Effort - Talent,-0.778,-0.951,-0.575,TRUE,0.376
281327,Reason - Emotions,-0.159,-0.504,0.209,FALSE,0.714
281334,Pants - Skirts,0.614,0.315,0.862,TRUE,0.547
281347,Rebellious - Conforming,0.384,-0.016,0.7,FALSE,0.716
281398,Security - Freedom,0.549,0.224,0.82,TRUE,0.596
281454,Difficult - Simple,-0.334,-0.642,0.033,FALSE,0.675
281572,Past - Future,-0.245,-0.591,0.14,FALSE,0.731
281679,Briefs - Boxers,-0.158,-0.447,0.21,FALSE,0.657
281809,Briefs - Boxers,-0.492,-0.803,-0.088,TRUE,0.715
281848,Money - Love,0.715,0.381,0.957,TRUE,0.576
281869,Urban - Rural,0.303,-0.168,0.709,FALSE,0.877
281890,Strong - Sensitive,0.719,0.397,0.957,TRUE,0.56
281941,Coffee - Tea,-1.006,-1.234,-0.585,TRUE,0.65
281953,Winter - Summer,-0.075,-0.451,0.297,FALSE,0.748
282025,New York - California,-0.446,-0.729,-0.086,TRUE,0.644
282040,Single - Married,-0.357,-0.667,-0.001,TRUE,0.667
282081,Manufactured - Natural,1.228,1.021,1.379,TRUE,0.358
282095,Rebellious - Conforming,-0.448,-0.739,-0.058,TRUE,0.681
282106,Gun Control - Gun Rights,0.155,-0.23,0.518,FALSE,0.748
282121,Meg Ryan - Julia Roberts,-0.22,-0.511,0.134,FALSE,0.645
282139,Fat People - Thin People,0.5,0.102,0.79,TRUE,0.688
282247,Team - Individual,0.433,0.039,0.708,TRUE,0.669
282341,Determinism - Free will,-0.47,-0.775,-0.117,TRUE,0.657
282356,Night - Morning,-0.206,-0.547,0.174,FALSE,0.721
282360,Poor People - Rich People,0.425,-0.078,0.776,FALSE,0.854
282404,Innocence - Wisdom,-0.432,-0.72,-0.069,TRUE,0.652
282424,Tall People - Short People,0.489,0.135,0.786,TRUE,0.65
282454,Atheism - Religion,-0.286,-0.623,0.114,FALSE,0.738
282653,Prolife - Prochoice,-0.31,-0.662,0.074,FALSE,0.736
282718,Republicans - Democrats,-0.184,-0.49,0.194,FALSE,0.684
282721,Avoiding - Approaching,-0.658,-0.982,-0.181,TRUE,0.802
282811,Hiphop - Classical,-0.525,-0.773,-0.082,TRUE,0.692
282819,Poor People - Rich People,-0.767,-0.957,-0.491,TRUE,0.466
282866,Winter - Summer,-0.182,-0.49,0.173,FALSE,0.663
282895,Prolife - Prochoice,-0.537,-0.777,-0.234,TRUE,0.543
282896,Determinism - Free will,0.418,0.078,0.679,TRUE,0.601
283002,Jocks - Nerds,-0.569,-0.796,-0.246,TRUE,0.55
283008,Meat - Vegetables,0.131,-0.263,0.518,FALSE,0.781
283065,Prolife - Prochoice,-0.18,-0.523,0.18,FALSE,0.703
283101,Difficult - Simple,-0.662,-0.885,-0.39,TRUE,0.495
283103,Rebellious - Conforming,0.426,0.077,0.661,TRUE,0.584
283189,Friends - Family,0.153,-0.202,0.497,FALSE,0.699
283286,Tall People - Short People,0.436,0.064,0.731,TRUE,0.667
283423,Relaxing - Exercising,-0.177,-0.502,0.233,FALSE,0.735
283455,Poor People - Rich People,-1.167,-1.329,-0.948,TRUE,0.381
283487,Fat People - Thin People,-0.5,-0.722,-0.125,TRUE,0.597
283560,Jews - Christians,1.158,0.914,1.332,TRUE,0.418
283572,Skeptical - Trusting,0.143,-0.226,0.482,FALSE,0.708
283573,Friends - Family,-0.358,-0.564,0,FALSE,0.564
283590,Winter - Summer,0.935,0.592,1.157,TRUE,0.565
283617,Chaos - Order,0.938,0.77,1.082,TRUE,0.312
283662,Team - Individual,-0.01,-0.378,0.341,FALSE,0.719
283709,Old People - Young People,-0.562,-0.819,-0.159,TRUE,0.66
283792,Television - Books,0.267,-0.146,0.639,FALSE,0.785
283821,Numbers - Letters,-0.293,-0.597,0.068,FALSE,0.665
283837,Winter - Summer,-0.496,-0.737,-0.143,TRUE,0.594
283877,George Bush - John Kerry,-0.244,-0.503,0.135,FALSE,0.638
283942,Protein - Carbohydrates,-0.108,-0.44,0.266,FALSE,0.706
283955,Television - Books,-0.533,-0.86,-0.083,TRUE,0.776
283994,New York - California,0.477,0.052,0.824,TRUE,0.773
284028,Security - Freedom,-0.023,-0.351,0.365,FALSE,0.716
284039,Briefs - Boxers,-0.607,-0.836,-0.295,TRUE,0.541
284055,Protein - Carbohydrates,0.273,-0.089,0.607,FALSE,0.696
284226,Money - Love,0.587,0.169,0.885,TRUE,0.716
284232,Atheism - Religion,0.333,-0.09,0.671,FALSE,0.76
284267,Canadian - American,-0.809,-1.068,-0.387,TRUE,0.681
284284,Money - Love,-0.788,-0.984,-0.457,TRUE,0.527
284294,Determinism - Free will,-0.267,-0.568,0.114,FALSE,0.682
284372,Realism - Idealism,-1.098,-1.246,-0.917,TRUE,0.329
284377,Realism - Idealism,-0.143,-0.472,0.229,FALSE,0.702
284399,Television - Books,0.266,-0.096,0.578,FALSE,0.674
284510,David Letterman - Jay Leno,-0.134,-0.456,0.245,FALSE,0.701
284565,Effort - Talent,0.448,0.127,0.673,TRUE,0.546
284640,Winter - Summer,0.41,0.06,0.705,TRUE,0.645
284900,New York - California,0.146,-0.238,0.506,FALSE,0.744
285009,Career - Family,-0.442,-0.718,-0.094,TRUE,0.625
285033,Skeptical - Trusting,-1.084,-1.242,-0.887,TRUE,0.355
285034,Mountains - Ocean,-0.761,-0.947,-0.525,TRUE,0.423
285057,Difficult - Simple,0.852,0.538,1.086,TRUE,0.548
285118,Night - Morning,1.024,0.364,1.335,TRUE,0.971
285153,Determinism - Free will,-0.467,-0.753,-0.095,TRUE,0.659
285169,Redsox - Yankees,-0.145,-0.475,0.208,FALSE,0.683
285199,Canadian - American,0.609,0.287,0.871,TRUE,0.584
285255,Prolife - Prochoice,0.222,-0.176,0.553,FALSE,0.729
285371,Fat People - Thin People,0.922,0.686,1.118,TRUE,0.432
285387,Dogs - Cats,0.642,0.212,0.849,TRUE,0.636
285540,Jazz - Teen Pop,0.311,-0.028,0.564,FALSE,0.593
285722,Briefs - Boxers,0.563,0.213,0.844,TRUE,0.632
285834,Redsox - Yankees,0.003,-0.348,0.378,FALSE,0.726
285932,Redsox - Yankees,0.751,0.435,0.991,TRUE,0.555
285969,Kobe - Shaq,-0.107,-0.451,0.259,FALSE,0.71
285972,Jazz - Teen Pop,0.412,0.022,0.724,TRUE,0.701
286005,Burger King - McDonald's,0.287,-0.143,0.64,FALSE,0.783
286055,Dogs - Cats,0.579,0.25,0.846,TRUE,0.597
286065,Foreign Places - American Places,-0.242,-0.513,0.12,FALSE,0.632
286108,Meat - Vegetables,1.015,0.766,1.189,TRUE,0.423
286164,Dramas - Comedies,0.281,-0.22,0.807,FALSE,1.027
286360,Punishment - Forgiveness,-1.071,-1.251,-0.83,TRUE,0.421
286408,Fat People - Thin People,0.261,-0.14,0.585,FALSE,0.726
286473,Traditional Values - Feminism,0.199,-0.18,0.555,FALSE,0.736
286536,Protein - Carbohydrates,1.001,0.754,1.188,TRUE,0.434
286576,Winter - Summer,-0.22,-0.572,0.161,FALSE,0.732
286669,Coffee - Tea,0.564,0.304,0.822,TRUE,0.518
286676,Meg Ryan - Julia Roberts,-0.238,-0.492,0.126,FALSE,0.618
286712,Organized Labor - Management,0.095,-0.268,0.455,FALSE,0.723
286733,Asians - Whites,-0.931,-1.123,-0.717,TRUE,0.406
286736,Tall People - Short People,0.214,-0.139,0.54,FALSE,0.679
286743,Single - Married,0.324,-0.048,0.643,FALSE,0.691
286750,Gun Control - Gun Rights,0.138,-0.255,0.483,FALSE,0.738
286758,State - Church,-0.255,-0.575,0.105,FALSE,0.68
286855,Wrinkles - Plastic Surgery,1.132,0.947,1.286,TRUE,0.339
286858,Mother Teresa - Princess Diana,-0.7,-0.94,-0.367,TRUE,0.573
286974,Cold - Hot,-0.219,-0.566,0.16,FALSE,0.726
287158,Single - Married,-0.021,-0.358,0.369,FALSE,0.726
287218,Helpers - Leaders,-0.371,-0.629,-0.041,TRUE,0.588
287250,Rebellious - Conforming,-0.542,-0.772,-0.167,TRUE,0.606
287268,Avoiding - Approaching,1.408,1.228,1.542,TRUE,0.314
287293,Foreign Places - American Places,-0.522,-0.81,-0.153,TRUE,0.657
287336,Asians - Whites,-0.051,-0.397,0.319,FALSE,0.715
287399,Cold - Hot,0.552,0.104,0.868,TRUE,0.764
287495,Artists - Musicians,-0.247,-0.56,0.11,FALSE,0.67
287496,Tradition - Progress,-0.207,-0.561,0.175,FALSE,0.736
287538,Capital Punishment - Imprisonment,-0.082,-0.434,0.284,FALSE,0.719
287585,Stable - Flexible,0.364,0.006,0.663,TRUE,0.657
287684,Foreign Places - American Places,-0.345,-0.681,0.03,FALSE,0.711
287747,Realism - Idealism,0.224,-0.18,0.582,FALSE,0.762
287776,Briefs - Boxers,0.041,-0.328,0.387,FALSE,0.714
287832,Traditional Values - Feminism,0.605,0.216,0.883,TRUE,0.667
287841,Microsoft - Apple,0.916,0.535,1.144,TRUE,0.61
287870,Redsox - Yankees,-0.07,-0.408,0.298,FALSE,0.705
287888,Stable - Flexible,0.869,0.597,1.081,TRUE,0.485
287912,Organized Labor - Management,0.456,0.13,0.691,TRUE,0.561
287918,Poor People - Rich People,-1.03,-1.17,-0.84,TRUE,0.33
287931,Meat - Vegetables,-0.759,-0.964,-0.507,TRUE,0.457
287992,Atheism - Religion,-0.127,-0.467,0.235,FALSE,0.703
288107,Jews - Christians,0.431,0.128,0.677,TRUE,0.55
288137,Muslims - Jews,0.418,0.047,0.757,TRUE,0.71
288217,Rebellious - Conforming,-0.801,-1.055,-0.529,TRUE,0.526
288373,Innocence - Wisdom,0.045,-0.31,0.414,FALSE,0.724
288418,Mountains - Ocean,0.661,0.252,0.909,TRUE,0.657
288450,Hiphop - Classical,0.079,-0.276,0.424,FALSE,0.7
288625,Urban - Rural,-0.419,-0.716,-0.01,TRUE,0.705
288663,Republicans - Democrats,0.567,0.165,0.832,TRUE,0.667
288700,Numbers - Letters,-0.511,-0.685,-0.288,TRUE,0.397
288721,Hiphop - Classical,-0.133,-0.486,0.228,FALSE,0.714
288761,Pants - Skirts,0.383,0.034,0.677,TRUE,0.643
288800,Private - Public,0.009,-0.356,0.374,FALSE,0.73
288887,Difficult - Simple,0.108,-0.257,0.454,FALSE,0.711
288896,Evolution - Creationism,0.192,-0.176,0.513,FALSE,0.689
288923,Technology - Nature,-0.146,-0.505,0.215,FALSE,0.72
288924,Cold - Hot,0.782,0.532,0.969,TRUE,0.437
288969,Money - Love,-0.981,-1.23,-0.561,TRUE,0.669
289005,Burger King - McDonald's,0.473,0.142,0.735,TRUE,0.593
289014,Private - Public,0.829,0.564,1.051,TRUE,0.487
289099,Stable - Flexible,0.099,-0.251,0.455,FALSE,0.706
289159,Organized Labor - Management,-0.186,-0.51,0.188,FALSE,0.697
289194,Tax Reductions - Social Programs,0.676,0.286,0.999,TRUE,0.713
289207,Traditional Values - Feminism,-0.285,-0.61,0.072,FALSE,0.681
289221,Numbers - Letters,-0.652,-0.898,-0.326,TRUE,0.572
289239,Coffee - Tea,0.046,-0.342,0.389,FALSE,0.731
289264,Muslims - Jews,-0.724,-0.944,-0.378,TRUE,0.566
289419,Relaxing - Exercising,0.181,-0.188,0.506,FALSE,0.694
289424,Southerners - Northerners,-0.285,-0.634,0.147,FALSE,0.781
289460,Lord of the Rings - Harry Potter,-0.163,-0.446,0.206,FALSE,0.652
289474,Winter - Summer,-0.582,-0.797,-0.29,TRUE,0.507
289481,Tall People - Short People,0.703,0.377,0.96,TRUE,0.583
289506,Private - Public,-0.533,-0.815,-0.169,TRUE,0.646
289512,West Coast - East Coast,0.224,-0.148,0.476,FALSE,0.624
289531,Technology - Nature,0.429,-0.014,0.769,FALSE,0.783
289533,Strong - Sensitive,0.355,-0.069,0.687,FALSE,0.756
289630,Gun Control - Gun Rights,-0.795,-0.992,-0.539,TRUE,0.453
289757,Southerners - Northerners,0.938,0.687,1.115,TRUE,0.428
289807,Protestants - Catholics,-0.764,-0.942,-0.571,TRUE,0.37
289872,Microsoft - Apple,0.013,-0.337,0.373,FALSE,0.71
289959,Drinking - Abstaining,0.199,-0.171,0.507,FALSE,0.678
290011,Artists - Musicians,0.577,0.199,0.873,TRUE,0.674
290029,Republicans - Democrats,1.011,0.725,1.214,TRUE,0.489
290040,Team - Individual,0.012,-0.336,0.392,FALSE,0.728
290042,New York - California,-0.031,-0.392,0.326,FALSE,0.718
290057,Urban - Rural,-0.623,-0.843,-0.291,TRUE,0.552
290061,Old People - Young People,-0.271,-0.597,0.09,FALSE,0.687
290101,Friends - Family,0.438,0.036,0.758,TRUE,0.722
290124,Coffee - Tea,-0.226,-0.528,0.123,FALSE,0.651
290228,Stable - Flexible,0.366,-0.053,0.753,FALSE,0.806
290275,Avoiding - Approaching,-0.342,-0.552,0.014,FALSE,0.567
290282,Meat - Vegetables,0.507,0.216,0.717,TRUE,0.501
290335,Strong - Sensitive,-0.207,-0.511,0.169,FALSE,0.68
290378,Receiving - Giving,-0.182,-0.517,0.185,FALSE,0.701
290392,Foreign Places - American Places,-0.603,-0.905,-0.164,TRUE,0.741
290417,New York - California,-0.68,-0.873,-0.42,TRUE,0.453
290472,Avoiding - Approaching,-0.952,-1.227,-0.512,TRUE,0.715
290489,Conservatives - Liberals,0.4,0.006,0.706,TRUE,0.7
290503,Pepsi - Coke,-0.041,-0.39,0.339,FALSE,0.729
290532,Burger King - McDonald's,-0.142,-0.409,0.251,FALSE,0.66
290594,Team - Individual,0.808,0.506,1.01,TRUE,0.504
290602,Helpers - Leaders,0.785,0.529,0.976,TRUE,0.446
290660,Television - Books,-0.505,-0.78,-0.164,TRUE,0.616
290705,African Americans - European Americans,0.525,0.189,0.79,TRUE,0.601
290734,Asians - Whites,-0.062,-0.404,0.3,FALSE,0.704
290746,Evolution - Creationism,-0.254,-0.515,0.109,FALSE,0.624
290764,Reason - Emotions,0.168,-0.215,0.503,FALSE,0.718
290765,Japan - United States,0.847,0.419,1.271,TRUE,0.852
290805,Japan - United States,-1.137,-1.282,-0.975,TRUE,0.307
290823,Microsoft - Apple,-0.051,-0.45,0.321,FALSE,0.771
290883,Team - Individual,0.518,0.082,0.826,TRUE,0.744
290889,Muslims - Jews,0.191,-0.186,0.507,FALSE,0.694
290944,Jocks - Nerds,-0.364,-0.646,0,FALSE,0.647
290950,Helpers - Leaders,0.754,0.454,0.964,TRUE,0.51
290957,Conservatives - Liberals,-0.67,-0.967,-0.166,TRUE,0.802
290988,Capital Punishment - Imprisonment,0.557,0.14,0.867,TRUE,0.727
291005,Security - Freedom,0.258,-0.091,0.506,FALSE,0.596
291031,Rebellious - Conforming,0.899,0.551,1.126,TRUE,0.575
291067,Organized Labor - Management,-0.192,-0.523,0.164,FALSE,0.688
291116,Difficult - Simple,0.066,-0.294,0.418,FALSE,0.712
291163,Kobe - Shaq,-0.112,-0.433,0.269,FALSE,0.702
291237,Money - Love,0.513,0.241,0.736,TRUE,0.496
291248,Winter - Summer,0.396,-0.002,0.731,FALSE,0.733
291333,Muslims - Jews,-0.661,-0.896,-0.365,TRUE,0.531
291403,Japan - United States,-0.345,-0.616,-0.008,TRUE,0.609
291451,Mother Teresa - Princess Diana,0.189,-0.172,0.516,FALSE,0.688
291761,National Defense - Education,-1.163,-1.314,-0.962,TRUE,0.352
291970,State - Church,0.388,0.049,0.654,TRUE,0.605
291975,Poor People - Rich People,1.12,0.902,1.289,TRUE,0.387
292033,Protestants - Catholics,0.094,-0.273,0.435,FALSE,0.708
292039,Difficult - Simple,-0.479,-0.779,-0.105,TRUE,0.674
292099,Evolution - Creationism,0.135,-0.231,0.496,FALSE,0.727
292109,Innocence - Wisdom,0.274,-0.135,0.567,FALSE,0.703
292128,Tall People - Short People,0.555,0.162,0.806,TRUE,0.644
292176,Career - Family,0.375,0.025,0.673,TRUE,0.648
292178,Dogs - Cats,1.113,0.884,1.313,TRUE,0.43
292304,West Coast - East Coast,0.04,-0.313,0.398,FALSE,0.711
292324,Strong - Sensitive,0.142,-0.225,0.487,FALSE,0.712
292338,Pepsi - Coke,-0.11,-0.533,0.27,FALSE,0.803
292402,Prolife - Prochoice,-0.385,-0.612,-0.034,TRUE,0.578
292409,Tradition - Progress,0.413,0.037,0.692,TRUE,0.655
292460,Canadian - American,-0.019,-0.381,0.327,FALSE,0.708
292461,Helpers - Leaders,-0.394,-0.715,0.038,FALSE,0.753
292553,Jocks - Nerds,0.165,-0.215,0.521,FALSE,0.736
292656,Friends - Family,-0.213,-0.494,0.142,FALSE,0.636
292663,Republicans - Democrats,-0.529,-0.798,-0.146,TRUE,0.651
292685,Determinism - Free will,0.729,0.342,0.972,TRUE,0.629
292712,Prolife - Prochoice,-0.495,-0.703,-0.178,TRUE,0.526
292742,Bill Clinton - Hillary Clinton,-0.215,-0.545,0.182,FALSE,0.727
292753,Friends - Family,0.126,-0.26,0.427,FALSE,0.687
293142,Republicans - Democrats,-0.86,-1.039,-0.661,TRUE,0.378
293188,Rich People - Beautiful People,-0.281,-0.619,0.096,FALSE,0.714
293214,David Letterman - Jay Leno,-0.293,-0.62,0.084,FALSE,0.704
293379,Rich People - Beautiful People,-0.376,-0.747,0.142,FALSE,0.889
293517,African Americans - European Americans,-0.036,-0.365,0.342,FALSE,0.707
293647,Past - Future,-0.837,-1.023,-0.615,TRUE,0.409
293659,Lord of the Rings - Harry Potter,-0.131,-0.454,0.231,FALSE,0.685
293663,Fat People - Thin People,0.526,0.071,0.829,TRUE,0.758
293735,Japan - United States,0.127,-0.258,0.475,FALSE,0.733
293736,Stable - Flexible,-0.444,-0.721,-0.018,TRUE,0.703
293802,Meg Ryan - Julia Roberts,0.004,-0.346,0.363,FALSE,0.71
293818,Atheism - Religion,-0.114,-0.47,0.255,FALSE,0.725
293832,50 Cent - Britney Spears,0.862,0.571,1.077,TRUE,0.507
293863,Tall People - Short People,0.403,0.045,0.691,TRUE,0.646
293930,Gay People - Straight People,-0.121,-0.443,0.246,FALSE,0.689
293933,Difficult - Simple,-0.098,-0.433,0.273,FALSE,0.705
294051,Reason - Emotions,-0.042,-0.395,0.324,FALSE,0.719
294065,Technology - Nature,-0.516,-0.718,-0.248,TRUE,0.47
294071,Jews - Christians,-0.445,-0.626,-0.147,TRUE,0.479
294113,Dramas - Comedies,0.425,0.033,0.676,TRUE,0.643
294137,Meat - Vegetables,0.413,0.102,0.622,TRUE,0.52
294445,Relaxing - Exercising,-0.637,-0.923,-0.156,TRUE,0.767
294535,Single - Married,0.997,0.763,1.182,TRUE,0.419
294542,Stable - Flexible,-0.515,-0.781,-0.17,TRUE,0.611
294551,Hiphop - Classical,0.1,-0.275,0.422,FALSE,0.697
294555,Poor People - Rich People,-0.695,-0.958,-0.368,TRUE,0.59
294819,Career - Family,-0.58,-0.826,-0.255,TRUE,0.571
294842,50 Cent - Britney Spears,-0.69,-0.859,-0.448,TRUE,0.412
294847,Poor People - Rich People,1.026,0.791,1.213,TRUE,0.422
294850,Meat - Vegetables,0.12,-0.282,0.495,FALSE,0.777
294892,Coffee - Tea,-0.585,-0.912,-0.085,TRUE,0.827
294925,African Americans - European Americans,-0.016,-0.361,0.355,FALSE,0.716
294944,Pepsi - Coke,-0.312,-0.614,0.075,FALSE,0.69
295024,Fat People - Thin People,-0.574,-0.867,-0.189,TRUE,0.679
295239,Republicans - Democrats,0.291,-0.079,0.625,FALSE,0.704
295368,Numbers - Letters,-0.251,-0.539,0.104,FALSE,0.644
295405,Redsox - Yankees,0.355,0.012,0.669,TRUE,0.658
295430,Meg Ryan - Julia Roberts,-0.306,-0.575,0.03,FALSE,0.605
295449,Drinking - Abstaining,-0.039,-0.404,0.328,FALSE,0.732
295468,Organized Labor - Management,-0.786,-1.03,-0.39,TRUE,0.641
295477,Poor People - Rich People,-1.315,-1.441,-1.137,TRUE,0.304
295502,Pepsi - Coke,0.117,-0.242,0.465,FALSE,0.706
295520,Solitude - Companionship,1.094,0.91,1.245,TRUE,0.335
295637,Astrology - Science,-0.265,-0.594,0.103,FALSE,0.697
295675,Private - Public,-0.174,-0.542,0.244,FALSE,0.787
295699,State - Church,-0.248,-0.555,0.109,FALSE,0.665
295753,Burger King - McDonald's,-0.001,-0.332,0.412,FALSE,0.744
295771,Asians - Whites,0.483,0.149,0.729,TRUE,0.581
295785,Southerners - Northerners,-0.115,-0.465,0.239,FALSE,0.705
295790,Team - Individual,0.094,-0.282,0.433,FALSE,0.716
295831,Relaxing - Exercising,0.774,0.281,1.025,TRUE,0.745
295846,Past - Future,0.629,0.278,0.893,TRUE,0.615
295856,Cold - Hot,0.39,0.022,0.716,TRUE,0.694
295885,Republicans - Democrats,0.228,-0.162,0.562,FALSE,0.725
295906,Coffee - Tea,0.43,0.12,0.67,TRUE,0.55
295950,Old People - Young People,-0.347,-0.576,-0.031,TRUE,0.544
296129,George Bush - John Kerry,-0.462,-0.708,-0.134,TRUE,0.574
296178,Old People - Young People,-0.241,-0.532,0.136,FALSE,0.668
296182,African Americans - European Americans,0.429,0.043,0.733,TRUE,0.69
296261,Mother Teresa - Princess Diana,-0.137,-0.494,0.241,FALSE,0.735
296282,Avoiding - Approaching,-1.235,-1.406,-1.017,TRUE,0.389
296355,Fat People - Thin People,0.857,0.519,1.055,TRUE,0.537
296432,Mother Teresa - Princess Diana,-0.247,-0.551,0.111,FALSE,0.662
296520,Foreign Places - American Places,0.563,0.161,0.862,TRUE,0.701
296545,Redsox - Yankees,0.488,0.064,0.786,TRUE,0.721
296558,Drinking - Abstaining,0.466,0.144,0.724,TRUE,0.58
296565,Gun Control - Gun Rights,0.176,-0.204,0.533,FALSE,0.737
296630,Chaos - Order,-0.925,-1.149,-0.683,TRUE,0.466
296709,Prolife - Prochoice,-0.004,-0.361,0.338,FALSE,0.699
296743,Gun Control - Gun Rights,0.254,-0.109,0.571,FALSE,0.68
296774,Capital Punishment - Imprisonment,0.281,-0.122,0.617,FALSE,0.74
296796,Jocks - Nerds,0.189,-0.191,0.531,FALSE,0.722
296822,Friends - Family,0.552,0.212,0.791,TRUE,0.579
296846,Manufactured - Natural,-1.25,-1.389,-1.074,TRUE,0.314
296882,New York - California,-0.097,-0.44,0.269,FALSE,0.709
296937,Winter - Summer,-0.649,-0.932,-0.307,TRUE,0.625
296939,Determinism - Free will,0.349,-0.01,0.6,FALSE,0.61
297030,Southerners - Northerners,-0.554,-0.837,-0.174,TRUE,0.662
297035,Private - Public,-0.031,-0.382,0.329,FALSE,0.712
297064,Mother Teresa - Princess Diana,-0.032,-0.401,0.319,FALSE,0.72
297166,Lord of the Rings - Harry Potter,0.587,0.232,0.858,TRUE,0.626
297190,Tall People - Short People,-0.889,-1.137,-0.649,TRUE,0.488
297227,Evolution - Creationism,-0.915,-1.145,-0.562,TRUE,0.583
297231,Meg Ryan - Julia Roberts,-0.122,-0.475,0.237,FALSE,0.712
297316,Foreign Places - American Places,-0.978,-1.15,-0.772,TRUE,0.378
297318,Punishment - Forgiveness,-0.477,-0.712,-0.152,TRUE,0.56
297331,New York - California,0.588,0.227,0.864,TRUE,0.636
297388,State - Church,-0.138,-0.443,0.239,FALSE,0.682
297394,Television - Books,0.679,0.343,0.948,TRUE,0.604
297606,Receiving - Giving,-0.467,-0.749,-0.092,TRUE,0.657
297614,Avoiding - Approaching,-0.927,-1.123,-0.721,TRUE,0.402
297638,Protein - Carbohydrates,0.229,-0.161,0.604,FALSE,0.765
297656,Traditional Values - Feminism,0.251,-0.121,0.577,FALSE,0.698
297673,Southerners - Northerners,-0.434,-0.693,-0.115,TRUE,0.578
297685,Rich People - Beautiful People,-0.39,-0.683,-0.026,TRUE,0.657
297686,Urban - Rural,-0.096,-0.444,0.272,FALSE,0.715
297795,Manufactured - Natural,0.727,0.388,0.978,TRUE,0.589
297849,Night - Morning,-0.015,-0.352,0.352,FALSE,0.703
297863,West Coast - East Coast,-0.726,-0.967,-0.388,TRUE,0.579
297960,Meat - Vegetables,-0.133,-0.469,0.235,FALSE,0.704
297995,Jews - Christians,0.06,-0.307,0.386,FALSE,0.693
298018,Night - Morning,0.709,0.209,1.014,TRUE,0.805
298084,Fat People - Thin People,0.646,0.446,0.846,TRUE,0.4
298182,Career - Family,0.234,-0.112,0.523,FALSE,0.635
298199,Jocks - Nerds,0.175,-0.235,0.541,FALSE,0.776
298206,Rebellious - Conforming,0.042,-0.321,0.401,FALSE,0.722
298225,Poor People - Rich People,0.933,0.65,1.207,TRUE,0.557
298293,Athletic People - Intelligent People,0.615,0.037,0.926,TRUE,0.889
298297,Difficult - Simple,-0.163,-0.53,0.202,FALSE,0.732
298344,Asians - Whites,-0.326,-0.55,0.026,FALSE,0.576
298399,George Bush - John Kerry,0.013,-0.35,0.364,FALSE,0.714
298431,Security - Freedom,-0.51,-0.715,-0.237,TRUE,0.478
298510,Mother Teresa - Princess Diana,-0.261,-0.57,0.117,FALSE,0.686
298524,Gay People - Straight People,-0.142,-0.485,0.214,FALSE,0.699
298525,Hiphop - Classical,-0.415,-0.686,-0.07,TRUE,0.616
298537,Punishment - Forgiveness,0.939,0.684,1.159,TRUE,0.475
298544,Redsox - Yankees,0.369,-0.057,0.67,FALSE,0.727
298548,Conservatives - Liberals,0.572,0.21,0.807,TRUE,0.597
298571,Poor People - Rich People,-0.668,-0.909,-0.322,TRUE,0.587
298661,Lawyers - Politicians,0.048,-0.309,0.409,FALSE,0.717
298692,Organized Labor - Management,-0.176,-0.493,0.18,FALSE,0.672
298768,Rebellious - Conforming,-0.807,-1.001,-0.556,TRUE,0.445
298812,Capital Punishment - Imprisonment,0.91,0.625,1.131,TRUE,0.506
298834,Cold - Hot,0.388,0.034,0.677,TRUE,0.643
298871,Southerners - Northerners,-0.689,-0.979,-0.196,TRUE,0.783
298897,Athletic People - Intelligent People,-0.593,-0.86,-0.22,TRUE,0.64
299041,Protein - Carbohydrates,0.606,0.312,0.83,TRUE,0.518
299069,Japan - United States,-0.227,-0.513,0.16,FALSE,0.673
299074,Traditional Values - Feminism,0.912,0.696,1.087,TRUE,0.39
299109,Foreign Places - American Places,0.528,0.103,0.851,TRUE,0.748
299150,Drinking - Abstaining,-0.073,-0.428,0.31,FALSE,0.738
299177,Pants - Skirts,-1.045,-1.256,-0.742,TRUE,0.514
299258,Atheism - Religion,-0.569,-0.829,-0.193,TRUE,0.636
299382,Meg Ryan - Julia Roberts,-0.794,-0.97,-0.577,TRUE,0.393
299395,Organized Labor - Management,0.327,-0.071,0.639,FALSE,0.71
299468,Jocks - Nerds,0.846,0.371,1.096,TRUE,0.725
299502,Helpers - Leaders,0.753,0.506,0.961,TRUE,0.454
299527,Technology - Nature,0.772,0.521,0.977,TRUE,0.456
299628,Athletic People - Intelligent People,-0.748,-0.991,-0.414,TRUE,0.577
299638,Past - Future,1.227,0.977,1.398,TRUE,0.421
299674,Muslims - Jews,0.77,0.354,1.035,TRUE,0.681
299810,Capital Punishment - Imprisonment,-0.31,-0.638,0.067,FALSE,0.705
299847,Gun Control - Gun Rights,0.254,-0.136,0.549,FALSE,0.686
